"No.","Zone Name","Zone Channel Member","Zone Channel Member RX Frequency","Zone Channel Member TX Frequency","A Channel","A Channel RX Frequency","A Channel TX Frequency","B Channel","B Channel RX Frequency","B Channel TX Frequency","Zone Hide "
"249","PA","Leeuwarden|Hoorn|Zwolle|Almere|Deventer|Den Haag|Ijsselstein|Nijmegen|Groesbeek 1|Groesbeek 2|Dordrecht|Gennep|Breda|Bladel|Maastricht|Heerlen - Noord|Kerkrade|Vlissingen|Rijswijk-ZH|s-Hertogenbosch|t Harde|Alkmaar 1|Alkmaar 2|Leiden|Uelsen (DL)|Stadtlohn (DL)|Rees (DL)|Geldrop|Turnhout (ON)","438.40000|438.01250|438.15000|438.02500|430.36250|438.20000|438.35000|438.31250|145.71250|438.41250|438.08750|438.02500|430.32500|438.30000|438.15000|438.26250|438.37500|438.03750|438.37500|430.17500|145.67500|145.60000|430.37500|430.05000|439.51250|438.36250|438.42500|438.47500|438.71250","430.80000|430.41250|430.55000|430.42500|431.96250|430.60000|430.75000|430.71250|145.11250|430.81250|430.48750|430.42500|431.92500|430.70000|430.55000|430.66250|430.77500|430.43750|430.77500|431.77500|145.07500|145.00000|431.97500|431.65000|431.91250|430.76250|430.82500|430.87500|431.11250","Leeuwarden","438.40000","430.80000","Hoorn","438.01250","430.41250","0"
